id,keyword,location,text,target,word_count,mean_word_length,lexical_diversity,stop_word_count,url_count,punctuation_count,hashtag_count,text_clean,keyword_clean,text_tokens,text_lemma,keyword_disaster_rate
8228,police,Bharatpur - Jaipur (Rajasthan),a police officer who escorted diplomats a few days ago in j&amp;k &amp; was in #pulwama when an explosive laden car seemingly became…,1,23,4.318181818181818,0.9130434782608695,9,0,5,1,a police officer who escorted diplomats a few days ago in j k was in pulwama when an explosive laden car seemingly became,police,police officer escorted diplomats days ago pulwama explosive laden car seemingly became,a police officer who escort diplomat a few day ago in j k be in pulwama when an explosive laden car seemingly become,0.21052631578947367
2122,catastrophic,,"australia's catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,…",1,16,7.1875,1.0,3,0,2,0,australia is catastrophic bushfires and the smoke haze blanketing major cities have sparked concerns among international students,catastrophic,australia catastrophic bushfires smoke haze blanketing major cities sparked concerns among international students,australia be catastrophic bushfire and the smoke haze blanket major city have spark concern among international student,0.07547169811320754
6051,hail,,all hail the daudu https://t.co/fk2nvuiuv2 https://t.co/a5pdnc3s5h,0,6,3.75,1.0,2,1,10,0,all hail the daudu,hail,hail daudu,all hail the daudu,0.09302325581395349
11109,windstorm,"Gostivar, Macedonia",*violent* windstorm is now underway across the western scotland! the higher elevations are experiencing 180-200 km/h =…,1,17,6.0588235294117645,0.9411764705882353,5,0,6,0,violent wind storm is now underway across the western scotland the higher elevations are experiencing 180 200 km h,windstorm,violent wind storm underway across western scotland higher elevations experiencing 180 200,violent wind storm be now underway across the western scotland the high elevation be experience 180 200 km h,0.75
7955,oil%20spill,,#itrustbernie to hold fossil fuel companies accountable for their wrecking of our planet. he fought like hell to ensure we'd h…,0,21,4.7,0.9523809523809523,8,0,3,1,itrustbernie to hold fossil fuel companies accountable for their wrecking of our planet he fought like hell to ensure we would h,oil spill,itrustbernie hold fossil fuel companies accountable wrecking planet fought like hell ensure would,itrustbernie to hold fossil fuel company accountable for their wrecking of our planet he fight like hell to ensure we would h,0.16363636363636364
11203,wounds,,g-ganteng bgt😔 #ben_wounds #hayoonbin https://t.co/t2r4i0edgg,0,5,6.5,1.0,0,1,9,2,g ganteng bgt ben wounds hayoonbin,wounds,ganteng bgt ben wounds hayoonbin,g ganteng bgt ben wounds hayoonbin,0.07692307692307693
1711,buildings%20burning,"Texas, USA","i mean it’s better than being a cop. that being said, not many people would just jump at being in the… https://t.co/uadxgj8hr4",0,22,3.9047619047619047,0.9090909090909091,11,1,7,0,i mean it s better than being a cop that being said not many people would just jump at being in the,buildings burning,mean better cop said many people would jump,I mean it s well than be a cop that be say not many people would just jump at be in the,0.06451612903225806
8329,quarantined,,so true!! can we get them quarantined or something? #rkelly #peehive #survivingrkelly #blackgirlsmatter #metoo… https://t.co/ll0t83eqvo,0,15,4.4,1.0,5,1,13,5,so true can we get them quarantined or something rkelly peehive survivingrkelly blackgirlsmatter metoo,quarantined,true get quarantined something rkelly peehive survivingrkelly blackgirlsmatter metoo,so true can we get they quarantined or something rkelly peehive survivingrkelly blackgirlsmatter metoo,0.4186046511627907
2618,collision,,tess dates an ancient collision with our galaxy,0,8,5.0,1.0,3,0,0,0,tess dates an ancient collision with our galaxy,collision,tess dates ancient collision galaxy,tess date an ancient collision with our galaxy,0.7192982456140351
5754,flattened,"New South Wales, Australia","look, in the wise words of technoblade - ""donde esta la biblioteca."" the meaning of this quote is that the…",0,20,4.4,0.9,8,0,5,0,look in the wise words of technoblade donde esta la biblioteca the meaning of this quote is that the,flattened,look wise words technoblade donde esta biblioteca meaning quote,look in the wise word of technoblade donde esta la biblioteca the meaning of this quote be that the,0.17333333333333334
3618,derail,USA,warren wouldn’t explicitly confirm a story that she believed was bad for her campaign or derail the last pre-caucus debate,0,20,5.15,1.0,8,0,1,0,warren wouldn t explicitly confirm a story that she believed was bad for her campaign or derail the last pre caucus debate,derail,warren explicitly confirm story believed bad campaign derail last pre caucus debate,warren wouldn t explicitly confirm a story that she believe be bad for her campaign or derail the last pre caucus debate,0.020833333333333332
8796,ruin,"Albuquerque, NM","if you rush it, you'll ruin it...pause, pray, and be patient!",0,11,4.0,1.0,5,0,8,0,if you rush it you will ruin it pause pray and be patient,ruin,rush ruin pause pray patient,if you rush it you will ruin it pause pray and be patient,0.0
139,airplane%20accident,"Ilawe-Ekiti, Nigeria","just dial 112 toll-free from your phone in the event that you wish to report fire, flood, theft, armed robbery, k… https://t.co/1e2jgi6c8q",0,22,4.476190476190476,1.0,8,1,10,0,just dial 112 toll free from your phone in the event that you wish to report fire flood theft armed robbery k,airplane accident,dial 112 toll free phone event wish report fire flood theft armed robbery,just dial 112 toll free from your phone in the event that you wish to report fire flood theft armed robbery k,0.2903225806451613
1608,bombing,UK,"i was recently interviewed by porous borders, a podcast about experimental music. i talked about upcoming projects, jogja vs lo…",0,20,5.45,0.9,7,0,3,0,i was recently interviewed by porous borders a podcast about experimental music i talked about upcoming projects jogja vs lo,bombing,recently interviewed porous borders podcast experimental music talked upcoming projects jogja,I be recently interview by porous border a podcast about experimental music I talk about upcoming project jogja vs lo,0.058823529411764705
8614,rescuers,Abu Dhabi,"salamat, lord, sa mga rescuers. please keep them safe. ❤️🙏🏻 https://t.co/v2e469ugca",0,11,5.0,1.0,1,1,9,0,salamat lord sa mga rescuers please keep them safe,rescuers,salamat lord mga rescuers please keep safe,salamat lord sa mga rescuer please keep they safe,0.2608695652173913
4137,devastation,"Chiclana, Cádiz","dame helen mirren urges us to work together to keep plant disease xylella out of the uk, warning of the devastation it causes.…",1,23,4.565217391304348,0.8695652173913043,8,0,2,0,dame helen mirren urges us to work together to keep plant disease xylella out of the uk warning of the devastation it causes,devastation,dame helen mirren urges work together keep plant disease xylella warning devastation causes,dame helen mirren urge we to work together to keep plant disease xylella out of the uk warn of the devastation it cause,0.3333333333333333
6712,hurricane,,"public art, protest art and resistance in puerto rico after the hurricane and #veranodel2019 https://t.co/yjdcr0wgh1",1,15,5.0,0.9333333333333333,5,1,7,1,public art protest art and resistance in puerto rico after the hurricane and veranodel2019,hurricane,public art protest art resistance puerto rico hurricane veranodel2019,public art protest art and resistance in puerto rico after the hurricane and veranodel2019,0.125
6253,hazard,"Abuja, Nigeria","but at , we had someone who benched hazard because his team was conceding goals. the best thing that happened to mah…",0,22,4.363636363636363,1.0,11,0,2,0,but at we had someone who benched hazard because his team was conceding goals the best thing that happened to mah,hazard,someone benched hazard team conceding goals best thing happened mah,but at we have someone who bench hazard because his team be concede goal the good thing that happen to mah,0.046511627906976744
8782,rubble,,now our earth is fragmented; a wasteland of decimated land and rubble. i can't help but take some of the blame for all of this.,0,25,4.12,0.92,14,0,4,0,now our earth is fragmented a wasteland of decimated land and rubble i cannot help but take some of the blame for all of this,rubble,earth fragmented wasteland decimated land rubble cannot help take blame,now our earth be fragment a wasteland of decimated land and rubble I can not help but take some of the blame for all of this,0.4827586206896552
2513,collided,Tasmania.Italy.Brussels.London,sgt. david edward lloyd. one of the few. https://t.co/njhwa4c6jd killed when he collided with another spitfire over… https://t.co/fpkvmuzjqb,0,18,4.8125,1.0,5,1,13,0,sgt david edward lloyd one of the few killed when he collided with another spitfire over,collided,sgt david edward lloyd one killed collided another spitfire,sgt david edward lloyd one of the few kill when he collide with another spitfire over,0.18421052631578946
1371,body%20bagging,"Texas, USA",prayers for you all. this will be america if a democrat gets elected with the help of b… https://t.co/tvgmxyopwv,0,19,3.9444444444444446,1.0,10,1,6,0,prayers for you all this will be america if a democrat gets elected with the help of b,body bagging,prayers america democrat gets elected help,prayer for you all this will be america if a democrat get elect with the help of b,0.03225806451612903
456,arson,"California, USA",please at least try and do some research first before you speak. lighting and humans started the aussie fires. they t…,0,21,4.666666666666667,0.9523809523809523,9,0,2,0,please at least try and do some research first before you speak lighting and humans started the aussie fires they t,arson,please least try research first speak lighting humans started aussie fires,please at least try and do some research first before you speak lighting and human start the aussie fire they t,0.3333333333333333
9475,storm,"Little Rock, AR",☠️☠️ dead af. we all did good tonight...just the calm before the real storm on saturday 🙈,0,17,3.888888888888889,0.9411764705882353,7,0,4,0,dead af we all did good tonight just the calm before the real storm on saturday,storm,dead good tonight calm real storm saturday,dead af we all do good tonight just the calm before the real storm on saturday,0.2553191489361702
11149,wounded,,"almost 1500 innocent iranians got shot in the streets, thousands got wounded and arrested. now #nancypelosi says that the…",1,19,5.111111111111111,0.9473684210526315,5,0,3,1,almost 1500 innocent iranians got shot in the streets thousands got wounded and arrested now nancypelosi says that the,wounded,almost 1500 innocent iranians got shot streets thousands got wounded arrested nancypelosi says,almost 1500 innocent iranians get shoot in the street thousand get wound and arrest now nancypelosi say that the,0.42857142857142855
910,blazing,قلبها اللطيف💙💙.,"-twinkle, twinkle, little star how i wonder what you are up above the world so high like a diamond in the sky🌟☁️.… https://t.co/wt8fjqhnme",0,23,4.2272727272727275,0.9565217391304348,12,1,9,0,twinkle twinkle little star how i wonder what you are up above the world so high like a diamond in the sky,blazing,twinkle twinkle little star wonder world high like diamond sky,twinkle twinkle little star how I wonder what you be up above the world so high like a diamond in the sky,0.0
3832,desolation,"Council Bluffs, IA",these are fear driven people! they have committed abominations aga… https://t.co/tirywcbxnk,0,11,5.8,1.0,4,1,6,0,these are fear driven people they have committed abominations aga,desolation,fear driven people committed abominations aga,these be fear drive people they have commit abomination aga,0.0
4443,drowned,Canada,is this one also getting drowned in white fluid,0,9,4.333333333333333,1.0,3,0,0,0,is this one also getting drowned in white fluid,drowned,one also getting drowned white fluid,be this one also getting drown in white fluid,0.13333333333333333
8026,pandemonium,Lesotho,alright....! understood bruh philly,0,4,5.6,1.0,0,0,5,0,alright understood bruh philly,pandemonium,alright understood bruh philly,alright understand bruh philly,0.06451612903225806
4736,emergency,UK,"""the past five years are the top five warmest years recorded in the ocean and the past 10 years are also the top 10 years o…",0,26,3.8076923076923075,0.5769230769230769,8,0,1,0,the past five years are the top five warmest years recorded in the ocean and the past 10 years are also the top 10 years o,emergency,past five years top five warmest years recorded ocean past years also top years,the past five year be the top five warm year record in the ocean and the past 10 year be also the top 10 year o,0.14035087719298245
1585,bombing,miami,30% of republican primary voters nationally say they support bombing agrabah. agrabah is the country from aladdin. #nottheoni…,0,18,5.5,1.0,5,0,4,1,30 of republican primary voters nationally say they support bombing agrabah agrabah is the country from aladdin nottheoni,bombing,republican primary voters nationally say support bombing agrabah agrabah country aladdin nottheoni,30 of republican primary voter nationally say they support bombing agrabah agrabah be the country from aladdin nottheoni,0.058823529411764705
8804,ruin,Massachusetts USA,"clomantagh tower house, co. kilkenny viewed from a 13th century church ruin. an oak timber from the tower house has been…",0,21,4.809523809523809,0.9047619047619048,6,0,3,0,clomantagh tower house co kilkenny viewed from a 13th century church ruin an oak timber from the tower house has been,ruin,clomantagh tower house kilkenny viewed 13th century church ruin oak timber tower house,clomantagh tower house co kilkenny view from a 13th century church ruin an oak timber from the tower house have be,0.0
10953,weapons,Country ONG,"a selfie stick, a marker pen, a spray glue and couple of posters. what do you think about these items? #hongkong police…",0,22,4.285714285714286,0.9090909090909091,10,0,5,1,a selfie stick a marker pen a spray glue and couple of posters what do you think about these items hongkong police,weapons,selfie stick marker pen spray glue couple posters think items hongkong police,a selfie stick a marker pen a spray glue and couple of poster what do you think about these item hongkong police,0.2692307692307692
10281,tornado,some fuccin forest,assume you can see 20 miles which is generous given the condition that the tornado is accompanied by a supercell t… https://t.co/b9zae8s4ut,0,22,4.523809523809524,0.9090909090909091,10,1,5,0,assume you can see 20 miles which is generous given the condition that the tornado is accompanied by a supercell t,tornado,assume see miles generous given condition tornado accompanied supercell,assume you can see 20 mile which be generous give the condition that the tornado be accompany by a supercell t,0.5217391304347826
9763,sunk,"Ontario, Canada","a locked account i follow used the phrase ""the sunk cost fallacy but for gender"" and that is some real shit, so this is your…",0,25,4.04,0.96,12,0,3,0,a locked account i follow used the phrase the sunk cost fallacy but for gender and that is some real shit so this is your,sunk,locked account follow used phrase sunk cost fallacy gender real shit,a locked account I follow use the phrase the sink cost fallacy but for gender and that be some real shit so this be your,0.125
6640,hostages,Addis Ababa,"72 hours later, the whereabouts of any of the supposedly freed students haven't been revealed. none of the families have r…",1,21,4.904761904761905,0.8095238095238095,10,0,3,0,72 hours later the whereabouts of any of the supposedly freed students have not been revealed none of the families have r,hostages,hours later whereabouts supposedly freed students revealed none families,72 hour later the whereabouts of any of the supposedly free student have not be reveal none of the family have r,0.1875
3760,derailment,"London, England",been a derailment ay hitchin,1,5,4.8,1.0,2,0,0,0,been a derailment ay hitchin,derailment,derailment hitchin,be a derailment ay hitchin,0.7142857142857143
2398,collapsed,"London, England",for heaven's sake. an airline which mainly runs routes which can easily be replaced by rail journeys has collapsed.… https://t.co/ptncknh0yr,0,20,5.157894736842105,0.95,8,1,8,0,for heaven is sake an airline which mainly runs routes which can easily be replaced by rail journeys has collapsed,collapsed,heaven sake airline mainly runs routes easily replaced rail journeys collapsed,for heaven be sake an airline which mainly run route which can easily be replace by rail journey have collapse,0.12195121951219512
1789,buildings%20on%20fire,"Hyderabad, India","sad news coming from bhainsa, nirmal district, #telangana peaceful stone pelter and mobs have selectively targete… https://t.co/wxq4zcjarf",1,17,5.933333333333334,1.0,3,1,8,1,sad news coming from bhainsa nirmal district telangana peaceful stone pelter and mobs have selectively targete,buildings on fire,sad news coming bhainsa nirmal district telangana peaceful stone pelter mobs selectively targete,sad news come from bhainsa nirmal district telangana peaceful stone pelter and mob have selectively targete,0.5471698113207547
1068,blight,West Midlands UK,low traffic neighbourhoods - way ahead to save our local streets from the blight of pollution and noise. #safer streets ar…,0,21,4.85,0.9523809523809523,6,0,3,1,low traffic neighbourhoods way ahead to save our local streets from the blight of pollution and noise safer streets ar,blight,low traffic neighbourhoods way ahead save local streets blight pollution noise safer streets,low traffic neighbourhood way ahead to save our local street from the blight of pollution and noise safe street ar,0.02631578947368421
9531,stretcher,"Nanaimo, BC",scores!!! tony stretcher!!! https://t.co/orpfibfe2z,0,4,8.333333333333334,1.0,0,1,11,0,scores tony stretcher,stretcher,scores tony stretcher,score tony stretcher,0.1
7226,loud%20bang,"Mashonaland Central, Zimbabwe",and the loud bang you just heard is the silent echo of … https://t.co/gzebxfxw2p,0,14,3.3846153846153846,0.9285714285714286,7,1,5,0,and the loud bang you just heard is the silent echo of,loud bang,loud bang heard silent echo,and the loud bang you just hear be the silent echo of,0.05454545454545454
11231,wounds,"Bangkok, Thailand",he said yo “this is my speech”🤙🏻 #ben_wounds https://t.co/o2wgtknv7d,0,9,3.7142857142857144,1.0,3,1,7,1,he said yo this is my speech ben wounds,wounds,said speech ben wounds,he say yo this be my speech ben wound,0.07692307692307693
7024,inundation,,"the info, the thoughts, suffering, images, it's such an unholy inundation of misery. the world is a living, writhin… https://t.co/7bydz0nlog",0,20,5.157894736842105,0.9,9,1,12,0,the info the thoughts suffering images it is such an unholy inundation of misery the world is a living writhin,inundation,info thoughts suffering images unholy inundation misery world living writhin,the info the thought suffer image it be such an unholy inundation of misery the world be a live writhin,0.10714285714285714
2881,curfew,,how many of you served tea to crpf during curfew hours for they were protectors. how many saw army flag march &amp; got to know…,0,25,4.0,0.88,10,0,3,0,how many of you served tea to crpf during curfew hours for they were protectors how many saw army flag march got to know,curfew,many served tea crpf curfew hours protectors many saw army flag march got know,how many of you serve tea to crpf during curfew hour for they be protector how many see army flag march get to know,0.1896551724137931
